transaction_id,transaction_date,customer_id,customer_name,region,city,category,product_name,quantity,unit_price,unit_cost,discount_pct,gross_amount,discount_amount,net_amount,profit,payment_method,return_flag
TXN001019,2024-02-15,CUST0492,Harish Agarwal,East,Bhubaneswar,Furniture,Dining Table,1,22979.91,15147.81,0.15,22979.91,3446.99,19532.92,4385.11,Debit Card,0
TXN001020,2024-06-29,CUST0091,Kiran Bose,West,Surat,Furniture,Bookshelf,3,6980.48,4486.35,0.2,20941.44,4188.29,16753.15,3294.1,Debit Card,0
TXN001021,2023-12-09,CUST0115,Vijay Singh,South,Bangalore,Furniture,Dining Table,1,22253.97,15122.78,0.1,22253.97,2225.4,20028.57,4905.79,Net Banking,0
TXN001022,2023-03-24,CUST0351,Amit Kumar,West,Mumbai,Groceries,Pulses 1kg,1,138.25,100.42,0.05,138.25,6.91,131.34,30.92,Debit Card,0
TXN001023,2024-09-07,CUST0242,Nisha Trivedi,West,Nagpur,Sports,Yoga Mat,2,903.82,562.36,0.0,1807.64,0.0,1807.64,682.92,Credit Card,0
TXN001024,2023-10-28,CUST0124,Geeta Bhatt,North,Chandigarh,Sports,Running Shoes,2,5093.38,3235.26,0.05,10186.76,509.34,9677.42,3206.9,Credit Card,1
TXN001025,2024-05-27,CUST0209,Swati Kapoor,Central,Raipur,Clothing,Women's Kurti,1,1235.39,583.16,0.15,1235.39,185.31,1050.08,466.92,Net Banking,1
TXN001026,2024-01-30,CUST0274,Nikhil Dubey,West,Ahmedabad,Cosmetics,Hair Serum 100ml,1,676.73,406.64,0.15,676.73,101.51,575.22,168.58,Cash,0
TXN001027,2023-03-03,CUST0054,Vijay Singh,West,Mumbai,Groceries,Sugar 1kg,1,57.61,41.82,0.0,57.61,0.0,57.61,15.79,Debit Card,0
TXN001028,2024-08-16,CUST0408,Lakshmi Rao,North,Chandigarh,Groceries,Sugar 1kg,1,57.67,41.1,0.0,57.67,0.0,57.67,16.57,Credit Card,0
TXN001029,2023-12-04,CUST0404,Suresh Pillai,North,Jaipur,Cosmetics,Foundation,3,900.23,525.9,0.0,2700.69,0.0,2700.69,1122.99,Debit Card,0
TXN001030,2024-08-31,CUST0186,Nikhil Dubey,South,Chennai,Sports,Dumbbells Set,1,3337.66,2250.18,0.1,3337.66,333.77,3003.89,753.71,Debit Card,0
TXN001031,2023-06-12,CUST0150,Swati Kapoor,East,Guwahati,Cosmetics,Foundation,1,962.63,508.41,0.1,962.63,96.26,866.37,357.96,UPI,0
TXN001032,2023-08-22,CUST0261,Pallavi Shah,South,Mysore,Groceries,Cooking Oil 1L,1,186.77,128.12,0.15,186.77,28.02,158.75,30.63,Net Banking,0
TXN001033,2024-09-25,CUST0446,Deepak Tiwari,East,Bhubaneswar,Sports,Badminton Racket,1,1618.64,899.2,0.0,1618.64,0.0,1618.64,719.44,UPI,0
TXN001034,2024-01-24,CUST0399,Pallavi Shah,North,Lucknow,Clothing,Denim Jeans,2,2451.43,1174.81,0.1,4902.86,490.29,4412.57,2062.95,Cash,0
TXN001035,2024-01-01,CUST0051,Arjun Reddy,Central,Bhopal,Cosmetics,Hair Serum 100ml,2,702.17,388.79,0.15,1404.34,210.65,1193.69,416.11,Net Banking,0
TXN001036,2024-07-20,CUST0409,Pallavi Shah,Central,Bhopal,Electronics,Smart TV,1,36225.19,26591.71,0.0,36225.19,0.0,36225.19,9633.48,Credit Card,0
TXN001037,2024-10-28,CUST0426,Nisha Trivedi,South,Kochi,Clothing,Men's T-Shirt,4,792.31,355.11,0.15,3169.24,475.39,2693.85,1273.41,Cash,0
TXN001038,2023-05-16,CUST0051,Asha Pandey,North,Chandigarh,Clothing,Women's Kurti,2,1348.17,602.93,0.05,2696.34,134.82,2561.52,1355.66,Cash,0
TXN001039,2024-10-11,CUST0292,Rahul Sharma,West,Mumbai,Furniture,Office Chair,2,8826.45,5834.21,0.0,17652.9,0.0,17652.9,5984.48,Net Banking,0
TXN001040,2023-04-25,CUST0129,Arun Patil,West,Pune,Sports,Cycle Helmet,2,1353.77,797.9,0.0,2707.54,0.0,2707.54,1111.74,UPI,0
TXN001041,2024-05-19,CUST0141,Rekha Srivastava,East,Ranchi,Furniture,Dining Table,2,21771.86,15028.97,0.0,43543.72,0.0,43543.72,13485.78,Net Banking,0
TXN001042,2024-10-02,CUST0084,Anita Verma,South,Kochi,Electronics,Tablet,5,19512.09,13007.45,0.05,97560.45,4878.02,92682.43,27645.18,Cash,0
TXN001043,2024-11-20,CUST0158,Deepak Tiwari,West,Ahmedabad,Cosmetics,Sunscreen SPF50,1,480.07,274.26,0.0,480.07,0.0,480.07,205.81,Debit Card,0
TXN001044,2024-06-27,CUST0393,Kiran Bose,East,Ranchi,Clothing,Formal Shirt,1,1890.36,890.48,0.0,1890.36,0.0,1890.36,999.88,Credit Card,0
TXN001045,2024-09-16,CUST0242,Nisha Trivedi,East,Ranchi,Furniture,Wardrobe,1,19061.46,11804.68,0.0,19061.46,0.0,19061.46,7256.78,Debit Card,0
TXN001046,2023-11-10,CUST0003,Arun Patil,East,Patna,Furniture,Bookshelf,2,6589.67,4471.26,0.05,13179.34,658.97,12520.37,3577.85,UPI,0
TXN001047,2024-02-23,CUST0192,Rahul Sharma,South,Kochi,Groceries,Basmati Rice 5kg,1,472.19,305.46,0.2,472.19,94.44,377.75,72.29,Debit Card,0
TXN001048,2024-01-27,CUST0039,Kavita Joshi,Central,Indore,Clothing,Formal Shirt,1,1844.77,919.25,0.0,1844.77,0.0,1844.77,925.52,Credit Card,0
TXN001049,2024-05-06,CUST0301,Kiran Bose,Central,Varanasi,Electronics,Router,1,2956.73,1871.48,0.1,2956.73,295.67,2661.06,789.58,Cash,0
TXN001050,2024-10-16,CUST0038,Arjun Reddy,Central,Raipur,Furniture,Bookshelf,5,6283.26,4401.26,0.15,31416.3,4712.44,26703.86,4697.56,UPI,0
TXN001051,2023-06-04,CUST0272,Mohit Saxena,Central,Indore,Sports,Cricket Bat,1,3094.93,1817.35,0.1,3094.93,309.49,2785.44,968.09,Debit Card,0
TXN001052,2023-05-24,CUST0240,Kavita Joshi,North,Lucknow,Groceries,Sugar 1kg,3,58.42,41.28,0.0,175.26,0.0,175.26,51.42,UPI,0
TXN001053,2023-07-23,CUST0250,Geeta Bhatt,East,Patna,Sports,Cycle Helmet,2,1359.19,796.51,0.2,2718.38,543.68,2174.7,581.68,Cash,0
TXN001054,2023-03-03,CUST0448,Geeta Bhatt,Central,Raipur,Electronics,Wireless Earbuds,2,3554.53,2138.24,0.1,7109.06,710.91,6398.15,2121.67,Debit Card,0
TXN001055,2024-05-18,CUST0263,Swati Kapoor,East,Kolkata,Cosmetics,Face Wash 100ml,1,319.06,160.3,0.2,319.06,63.81,255.25,94.95,Cash,0
TXN001056,2024-04-24,CUST0078,Harish Agarwal,South,Bangalore,Cosmetics,Foundation,1,964.32,518.93,0.15,964.32,144.65,819.67,300.74,Debit Card,0
TXN001057,2024-10-25,CUST0320,Mohit Saxena,West,Nagpur,Cosmetics,Sunscreen SPF50,3,428.95,271.21,0.0,1286.85,0.0,1286.85,473.22,UPI,0
TXN001058,2023-08-19,CUST0335,Rekha Srivastava,South,Hyderabad,Clothing,Formal Shirt,1,1891.07,890.64,0.05,1891.07,94.55,1796.52,905.88,Credit Card,0
TXN001059,2024-08-11,CUST0021,Arun Patil,Central,Indore,Clothing,Women's Kurti,2,1239.16,603.67,0.2,2478.32,495.66,1982.66,775.32,Credit Card,0
TXN001060,2023-03-12,CUST0120,Nisha Trivedi,East,Bhubaneswar,Cosmetics,Moisturiser 50g,2,489.15,274.34,0.0,978.3,0.0,978.3,429.62,Credit Card,0
TXN001061,2023-01-28,CUST0225,Kiran Bose,West,Mumbai,Furniture,Office Chair,1,9018.39,5758.38,0.05,9018.39,450.92,8567.47,2809.09,Credit Card,0
TXN001062,2024-01-25,CUST0084,Arun Patil,North,Delhi,Clothing,Formal Shirt,2,1955.5,912.12,0.0,3911.0,0.0,3911.0,2086.76,Credit Card,0
TXN001063,2024-05-15,CUST0058,Suresh Pillai,East,Patna,Furniture,Wooden Desk,2,12312.44,8488.77,0.1,24624.88,2462.49,22162.39,5184.85,Cash,0
TXN001064,2024-03-06,CUST0334,Pooja Nair,North,Lucknow,Groceries,Whole Wheat Flour 5kg,2,268.87,189.25,0.2,537.74,107.55,430.19,51.69,Credit Card,1
TXN001065,2023-03-28,CUST0290,Rahul Sharma,West,Surat,Electronics,Tablet,1,17222.5,13270.98,0.0,17222.5,0.0,17222.5,3951.52,Credit Card,0
TXN001066,2023-05-24,CUST0317,Meera Das,North,Delhi,Sports,Yoga Mat,1,970.88,555.31,0.0,970.88,0.0,970.88,415.57,Credit Card,0
TXN001067,2023-06-28,CUST0466,Mohit Saxena,South,Chennai,Groceries,Basmati Rice 5kg,2,441.28,308.21,0.0,882.56,0.0,882.56,266.14,Debit Card,0
TXN001068,2023-01-30,CUST0024,Asha Pandey,East,Kolkata,Furniture,Office Chair,1,9012.06,5676.23,0.05,9012.06,450.6,8561.46,2885.23,UPI,0
TXN001069,2024-06-21,CUST0439,Rajesh Malhotra,North,Delhi,Groceries,Cooking Oil 1L,4,174.04,129.81,0.05,696.16,34.81,661.35,142.11,Net Banking,0
TXN001070,2024-09-09,CUST0337,Asha Pandey,North,Lucknow,Furniture,Sofa Set,4,37972.63,23649.88,0.0,151890.52,0.0,151890.52,57291.0,Debit Card,1
TXN001071,2024-11-15,CUST0338,Amit Kumar,West,Surat,Cosmetics,Hair Serum 100ml,3,677.66,410.61,0.0,2032.98,0.0,2032.98,801.15,Cash,0
TXN001072,2023-10-17,CUST0364,Suresh Pillai,North,Chandigarh,Clothing,Denim Jeans,4,2443.26,1211.47,0.0,9773.04,0.0,9773.04,4927.16,Net Banking,0
TXN001073,2024-08-14,CUST0464,Geeta Bhatt,East,Bhubaneswar,Groceries,Sugar 1kg,1,58.33,42.88,0.15,58.33,8.75,49.58,6.7,UPI,0
TXN001074,2023-07-22,CUST0166,Rahul Sharma,North,Chandigarh,Cosmetics,Face Wash 100ml,2,321.52,157.48,0.05,643.04,32.15,610.89,295.93,Net Banking,0
TXN001075,2023-12-19,CUST0394,Deepak Tiwari,Central,Varanasi,Furniture,Wooden Desk,1,12191.75,8624.93,0.15,12191.75,1828.76,10362.99,1738.06,Debit Card,0
TXN001076,2023-07-10,CUST0266,Sanjay Yadav,West,Nagpur,Furniture,Wardrobe,2,17360.56,12256.47,0.2,34721.12,6944.22,27776.9,3263.96,Cash,0
TXN001077,2024-03-12,CUST0448,Divya Iyer,Central,Indore,Electronics,Smartphone,4,21296.92,17216.95,0.0,85187.68,0.0,85187.68,16319.88,Debit Card,0
TXN001078,2024-07-20,CUST0100,Vijay Singh,North,Amritsar,Clothing,Winter Jacket,2,4290.94,2250.9,0.1,8581.88,858.19,7723.69,3221.89,Credit Card,0
TXN001079,2023-07-23,CUST0118,Nikhil Dubey,East,Ranchi,Sports,Yoga Mat,1,860.39,551.09,0.1,860.39,86.04,774.35,223.26,Net Banking,0
TXN001080,2023-06-12,CUST0218,Swati Kapoor,South,Mysore,Clothing,Saree,1,4863.07,2566.33,0.1,4863.07,486.31,4376.76,1810.43,Credit Card,0
TXN001081,2024-02-15,CUST0285,Rekha Srivastava,Central,Varanasi,Furniture,Sofa Set,1,34824.96,23387.81,0.15,34824.96,5223.74,29601.22,6213.41,Debit Card,0
TXN001082,2024-09-19,CUST0498,Geeta Bhatt,North,Delhi,Furniture,Wooden Desk,3,11658.82,8664.45,0.2,34976.46,6995.29,27981.17,1987.82,Credit Card,0
TXN001083,2023-06-13,CUST0064,Pallavi Shah,West,Nagpur,Clothing,Women's Kurti,2,1421.76,591.94,0.05,2843.52,142.18,2701.34,1517.46,Net Banking,1
TXN001084,2023-06-05,CUST0053,Arun Patil,South,Hyderabad,Groceries,Basmati Rice 5kg,1,470.48,310.38,0.1,470.48,47.05,423.43,113.05,Net Banking,0
TXN001085,2024-11-07,CUST0449,Sanjay Yadav,North,Amritsar,Cosmetics,Hair Serum 100ml,2,766.7,409.85,0.0,1533.4,0.0,1533.4,713.7,Cash,0
TXN001086,2023-09-19,CUST0250,Arun Patil,West,Surat,Sports,Yoga Mat,1,972.21,556.32,0.2,972.21,194.44,777.77,221.45,Debit Card,0
TXN001087,2023-04-16,CUST0030,Harish Agarwal,Central,Gwalior,Groceries,Cooking Oil 1L,3,193.59,133.61,0.05,580.77,29.04,551.73,150.9,Cash,0
TXN001088,2023-10-14,CUST0183,Amit Kumar,East,Patna,Cosmetics,Hair Serum 100ml,1,698.53,404.01,0.0,698.53,0.0,698.53,294.52,Cash,0
TXN001089,2024-05-12,CUST0311,Mohit Saxena,West,Pune,Sports,Running Shoes,2,5334.62,3240.04,0.1,10669.24,1066.92,9602.32,3122.24,Net Banking,0
TXN001090,2024-06-15,CUST0295,Sneha Gupta,West,Mumbai,Sports,Cricket Bat,1,3114.62,1831.71,0.0,3114.62,0.0,3114.62,1282.91,Cash,1
TXN001091,2023-09-02,CUST0443,Deepak Tiwari,Central,Varanasi,Furniture,Wardrobe,1,19227.97,12253.61,0.1,19227.97,1922.8,17305.17,5051.56,Cash,1
TXN001092,2024-10-05,CUST0051,Pooja Nair,West,Mumbai,Clothing,Formal Shirt,1,1757.82,907.05,0.0,1757.82,0.0,1757.82,850.77,UPI,0
TXN001093,2024-04-12,CUST0235,Nikhil Dubey,East,Patna,Cosmetics,Lipstick,1,593.91,315.28,0.0,593.91,0.0,593.91,278.63,Debit Card,0
TXN001094,2023-06-14,CUST0433,Lakshmi Rao,Central,Raipur,Cosmetics,Foundation,3,955.64,528.77,0.0,2866.92,0.0,2866.92,1280.61,Cash,0
TXN001095,2024-09-23,CUST0096,Arun Patil,South,Hyderabad,Groceries,Basmati Rice 5kg,2,454.91,312.27,0.15,909.82,136.47,773.35,148.81,UPI,0
TXN001096,2024-12-25,CUST0098,Ravi Chandra,East,Guwahati,Groceries,Cooking Oil 1L,2,196.9,128.62,0.0,393.8,0.0,393.8,136.56,Debit Card,0
TXN001097,2024-12-18,CUST0469,Rajesh Malhotra,East,Ranchi,Sports,Yoga Mat,1,880.83,536.49,0.1,880.83,88.08,792.75,256.26,UPI,0
TXN001098,2023-05-30,CUST0418,Rajesh Malhotra,Central,Raipur,Furniture,Wooden Desk,3,13058.26,8297.85,0.15,39174.78,5876.22,33298.56,8405.01,Debit Card,0
TXN001099,2023-03-26,CUST0356,Kavita Joshi,South,Kochi,Electronics,Smartphone,1,21803.5,16994.38,0.2,21803.5,4360.7,17442.8,448.42,Credit Card,0
TXN001100,2024-03-26,CUST0248,Mohit Saxena,South,Chennai,Electronics,Tablet,1,17757.94,12626.2,0.1,17757.94,1775.79,15982.15,3355.95,UPI,0
TXN001101,2024-07-18,CUST0134,Nikhil Dubey,South,Kochi,Clothing,Formal Shirt,1,1948.84,925.87,0.15,1948.84,292.33,1656.51,730.64,Debit Card,0
TXN001102,2023-09-27,CUST0165,Swati Kapoor,East,Bhubaneswar,Groceries,Pulses 1kg,1,140.5,102.75,0.0,140.5,0.0,140.5,37.75,Credit Card,0
TXN001103,2024-08-15,CUST0331,Asha Pandey,Central,Varanasi,Sports,Dumbbells Set,3,3443.62,2179.98,0.15,10330.86,1549.63,8781.23,2241.29,Credit Card,0
TXN001104,2024-08-11,CUST0012,Asha Pandey,West,Nagpur,Furniture,Sofa Set,3,36353.08,23373.11,0.0,109059.24,0.0,109059.24,38939.91,UPI,0
TXN001105,2023-02-28,CUST0015,Nikhil Dubey,West,Pune,Electronics,Router,1,2775.96,1871.73,0.15,2775.96,416.39,2359.57,487.84,Net Banking,0
TXN001106,2024-12-22,CUST0156,Arjun Reddy,South,Kochi,Clothing,Saree,6,5088.07,2505.76,0.15,30528.42,4579.26,25949.16,10914.6,Credit Card,0
TXN001107,2024-06-04,CUST0301,Sneha Gupta,South,Mysore,Cosmetics,Hair Serum 100ml,2,727.97,405.09,0.0,1455.94,0.0,1455.94,645.76,Cash,0
TXN001108,2024-06-26,CUST0093,Rahul Sharma,South,Chennai,Clothing,Formal Shirt,2,1917.84,926.44,0.2,3835.68,767.14,3068.54,1215.66,UPI,0
TXN001109,2023-12-06,CUST0094,Sneha Gupta,West,Nagpur,Cosmetics,Sunscreen SPF50,1,474.51,264.14,0.0,474.51,0.0,474.51,210.37,Debit Card,0
TXN001110,2024-12-25,CUST0332,Harish Agarwal,East,Guwahati,Electronics,Smartphone,3,21759.67,16694.62,0.0,65279.01,0.0,65279.01,15195.15,Cash,0
TXN001111,2023-04-07,CUST0007,Rahul Sharma,North,Amritsar,Electronics,Wireless Earbuds,3,3413.47,2261.2,0.1,10240.41,1024.04,9216.37,2432.77,Debit Card,0
TXN001112,2023-01-29,CUST0256,Anita Verma,Central,Gwalior,Groceries,Basmati Rice 5kg,2,492.01,304.21,0.1,984.02,98.4,885.62,277.2,Net Banking,0
TXN001113,2023-12-20,CUST0077,Mohit Saxena,South,Mysore,Groceries,Pulses 1kg,3,150.77,101.63,0.1,452.31,45.23,407.08,102.19,UPI,0
TXN001114,2023-02-09,CUST0086,Rajesh Malhotra,North,Lucknow,Groceries,Basmati Rice 5kg,2,451.06,304.06,0.1,902.12,90.21,811.91,203.79,Cash,0
TXN001115,2024-09-09,CUST0034,Arjun Reddy,Central,Raipur,Furniture,Wardrobe,1,18309.43,11723.79,0.1,18309.43,1830.94,16478.49,4754.7,Credit Card,0
TXN001116,2023-09-03,CUST0416,Mohit Saxena,West,Pune,Furniture,Office Chair,2,8531.86,5944.98,0.05,17063.72,853.19,16210.53,4320.57,Net Banking,0
TXN001117,2024-06-16,CUST0165,Vijay Singh,East,Ranchi,Sports,Badminton Racket,1,1594.24,907.73,0.0,1594.24,0.0,1594.24,686.51,UPI,0
TXN001118,2023-10-27,CUST0165,Asha Pandey,West,Surat,Furniture,Sofa Set,1,33682.54,23314.32,0.0,33682.54,0.0,33682.54,10368.22,UPI,0
TXN001119,2023-11-10,CUST0278,Anita Verma,East,Kolkata,Sports,Cricket Bat,3,3250.36,1826.77,0.1,9751.08,975.11,8775.97,3295.66,Debit Card,0
TXN001120,2024-07-01,CUST0351,Swati Kapoor,East,Guwahati,Clothing,Denim Jeans,2,2735.48,1167.78,0.2,5470.96,1094.19,4376.77,2041.21,UPI,0
TXN001121,2024-06-20,CUST0365,Arjun Reddy,Central,Raipur,Cosmetics,Sunscreen SPF50,3,458.36,264.91,0.0,1375.08,0.0,1375.08,580.35,Cash,0
TXN001122,2024-05-22,CUST0003,Rajesh Malhotra,Central,Bhopal,Electronics,Smart TV,2,34331.66,27306.81,0.0,68663.32,0.0,68663.32,14049.7,Credit Card,0
TXN001123,2023-12-05,CUST0349,Ravi Chandra,West,Pune,Groceries,Sugar 1kg,4,54.28,42.42,0.05,217.12,10.86,206.26,36.58,Debit Card,0
TXN001124,2024-10-31,CUST0432,Rajesh Malhotra,East,Guwahati,Cosmetics,Face Wash 100ml,3,302.7,159.17,0.0,908.1,0.0,908.1,430.59,Credit Card,0
TXN001125,2024-05-14,CUST0060,Anita Verma,North,Jaipur,Electronics,Router,2,2949.59,1851.04,0.0,5899.18,0.0,5899.18,2197.1,UPI,0
TXN001126,2024-07-03,CUST0056,Arun Patil,East,Guwahati,Groceries,Pulses 1kg,1,139.02,102.13,0.0,139.02,0.0,139.02,36.89,Cash,0
TXN001127,2023-07-26,CUST0427,Kiran Bose,Central,Varanasi,Clothing,Women's Kurti,2,1327.35,586.01,0.0,2654.7,0.0,2654.7,1482.68,Credit Card,0
TXN001128,2024-12-11,CUST0394,Priya Patel,South,Kochi,Sports,Dumbbells Set,3,3553.99,2152.84,0.1,10661.97,1066.2,9595.77,3137.25,Net Banking,0
TXN001129,2023-07-13,CUST0237,Rohan Mehta,East,Kolkata,Sports,Cricket Bat,3,3276.59,1845.56,0.0,9829.77,0.0,9829.77,4293.09,Cash,0
TXN001130,2023-06-06,CUST0225,Rahul Sharma,Central,Bhopal,Clothing,Women's Kurti,2,1356.26,594.09,0.15,2712.52,406.88,2305.64,1117.46,UPI,0
TXN001131,2023-09-09,CUST0274,Rahul Sharma,East,Ranchi,Clothing,Women's Kurti,1,1255.75,584.34,0.1,1255.75,125.58,1130.17,545.83,Net Banking,0
TXN001132,2023-11-26,CUST0417,Kiran Bose,South,Bangalore,Cosmetics,Moisturiser 50g,2,474.49,271.66,0.0,948.98,0.0,948.98,405.66,Net Banking,0
TXN001133,2023-08-18,CUST0145,Rekha Srivastava,North,Amritsar,Sports,Cricket Bat,4,3063.37,1807.72,0.05,12253.48,612.67,11640.81,4409.93,Net Banking,0
TXN001134,2023-09-01,CUST0233,Asha Pandey,Central,Raipur,Groceries,Tea Powder 500g,2,213.83,158.9,0.0,427.66,0.0,427.66,109.86,Debit Card,0
TXN001135,2023-10-21,CUST0211,Nikhil Dubey,South,Kochi,Groceries,Cooking Oil 1L,2,192.75,127.22,0.05,385.5,19.28,366.22,111.78,Net Banking,0
TXN001136,2024-02-16,CUST0228,Kiran Bose,East,Bhubaneswar,Furniture,Sofa Set,1,37889.01,23943.24,0.05,37889.01,1894.45,35994.56,12051.32,UPI,0
TXN001137,2023-11-30,CUST0402,Sunita Mishra,South,Mysore,Clothing,Women's Kurti,3,1271.97,613.45,0.15,3815.91,572.39,3243.52,1403.17,Debit Card,0
TXN001138,2024-07-15,CUST0278,Harish Agarwal,West,Ahmedabad,Cosmetics,Lipstick,3,588.23,303.33,0.0,1764.69,0.0,1764.69,854.7,UPI,0
TXN001139,2024-09-30,CUST0013,Nikhil Dubey,South,Chennai,Groceries,Pulses 1kg,3,152.68,99.59,0.05,458.04,22.9,435.14,136.37,Credit Card,0
TXN001140,2024-11-14,CUST0211,Arjun Reddy,Central,Indore,Cosmetics,Foundation,1,931.6,529.39,0.0,931.6,0.0,931.6,402.21,UPI,0
TXN001141,2023-05-14,CUST0044,Rahul Sharma,West,Ahmedabad,Sports,Badminton Racket,1,1431.99,878.24,0.0,1431.99,0.0,1431.99,553.75,Cash,1
TXN001142,2023-02-24,CUST0431,Amit Kumar,North,Lucknow,Groceries,Cooking Oil 1L,1,191.08,133.57,0.0,191.08,0.0,191.08,57.51,Debit Card,0
TXN001143,2023-11-20,CUST0084,Meera Das,West,Surat,Groceries,Tea Powder 500g,3,224.77,151.84,0.0,674.31,0.0,674.31,218.79,Cash,0
TXN001144,2024-09-25,CUST0463,Kavita Joshi,Central,Gwalior,Cosmetics,Foundation,2,948.43,513.17,0.2,1896.86,379.37,1517.49,491.15,Cash,0
TXN001145,2023-05-31,CUST0186,Nisha Trivedi,North,Delhi,Clothing,Winter Jacket,1,4259.22,2211.38,0.2,4259.22,851.84,3407.38,1196.0,UPI,0
TXN001146,2023-07-06,CUST0454,Divya Iyer,North,Jaipur,Cosmetics,Hair Serum 100ml,2,700.1,396.15,0.0,1400.2,0.0,1400.2,607.9,Cash,0
TXN001147,2024-10-01,CUST0043,Divya Iyer,West,Pune,Electronics,Router,3,2782.79,1933.38,0.2,8348.37,1669.67,6678.7,878.56,Net Banking,1
TXN001148,2024-05-21,CUST0267,Rajesh Malhotra,Central,Varanasi,Clothing,Denim Jeans,3,2693.14,1177.83,0.0,8079.42,0.0,8079.42,4545.93,Cash,0
TXN001149,2023-06-20,CUST0235,Rekha Srivastava,South,Hyderabad,Groceries,Sugar 1kg,2,54.5,43.25,0.15,109.0,16.35,92.65,6.15,Cash,0
TXN001150,2023-02-02,CUST0195,Kiran Bose,Central,Bhopal,Cosmetics,Hair Serum 100ml,1,666.06,397.14,0.05,666.06,33.3,632.76,235.62,Cash,0
TXN001151,2023-10-04,CUST0099,Lakshmi Rao,East,Patna,Sports,Running Shoes,1,5456.09,3242.07,0.1,5456.09,545.61,4910.48,1668.41,Debit Card,0
TXN001152,2024-04-05,CUST0055,Kavita Joshi,North,Lucknow,Sports,Cricket Bat,3,2859.4,1759.88,0.2,8578.2,1715.64,6862.56,1582.92,Cash,0
TXN001153,2023-03-08,CUST0080,Ravi Chandra,South,Bangalore,Electronics,Laptop,1,45052.66,38932.32,0.0,45052.66,0.0,45052.66,6120.34,UPI,0
TXN001154,2023-12-05,CUST0475,Amit Kumar,North,Amritsar,Electronics,Laptop,1,47503.0,37314.91,0.15,47503.0,7125.45,40377.55,3062.64,Credit Card,0
TXN001155,2023-04-04,CUST0363,Lakshmi Rao,South,Chennai,Electronics,Router,3,2882.32,1897.27,0.0,8646.96,0.0,8646.96,2955.15,Net Banking,0
TXN001156,2024-04-25,CUST0135,Vijay Singh,Central,Bhopal,Furniture,Wooden Desk,2,12313.65,8285.57,0.0,24627.3,0.0,24627.3,8056.16,Net Banking,0
TXN001157,2023-07-13,CUST0308,Meera Das,North,Chandigarh,Clothing,Denim Jeans,2,2521.99,1224.19,0.0,5043.98,0.0,5043.98,2595.6,Net Banking,0
TXN001158,2023-08-12,CUST0145,Arun Patil,East,Bhubaneswar,Sports,Cricket Bat,1,3143.63,1850.56,0.0,3143.63,0.0,3143.63,1293.07,Credit Card,0
TXN001159,2023-03-06,CUST0046,Arjun Reddy,North,Amritsar,Furniture,Office Chair,1,8643.56,5966.05,0.15,8643.56,1296.53,7347.03,1380.98,Net Banking,0
TXN001160,2024-01-06,CUST0381,Geeta Bhatt,Central,Bhopal,Sports,Dumbbells Set,1,3705.69,2176.12,0.0,3705.69,0.0,3705.69,1529.57,UPI,0
TXN001161,2023-11-04,CUST0167,Nisha Trivedi,East,Ranchi,Cosmetics,Moisturiser 50g,3,525.76,278.48,0.05,1577.28,78.86,1498.42,662.98,UPI,0
TXN001162,2024-04-20,CUST0446,Harish Agarwal,South,Kochi,Furniture,Office Chair,3,9188.54,5900.32,0.05,27565.62,1378.28,26187.34,8486.38,Credit Card,0
TXN001163,2023-01-15,CUST0012,Lakshmi Rao,South,Chennai,Sports,Yoga Mat,1,917.74,542.44,0.0,917.74,0.0,917.74,375.3,UPI,0
TXN001164,2024-07-16,CUST0082,Lakshmi Rao,South,Kochi,Sports,Cycle Helmet,2,1331.31,796.89,0.2,2662.62,532.52,2130.1,536.32,Cash,0
TXN001165,2023-04-19,CUST0007,Pooja Nair,East,Guwahati,Sports,Dumbbells Set,3,3583.45,2162.57,0.05,10750.35,537.52,10212.83,3725.12,Credit Card,0
TXN001166,2023-11-15,CUST0192,Geeta Bhatt,West,Nagpur,Electronics,Wireless Earbuds,4,3392.95,2171.21,0.15,13571.8,2035.77,11536.03,2851.19,Credit Card,0
TXN001167,2024-04-29,CUST0325,Nisha Trivedi,West,Ahmedabad,Furniture,Wooden Desk,2,11820.19,8689.66,0.0,23640.38,0.0,23640.38,6261.06,UPI,0
TXN001168,2024-07-22,CUST0363,Ravi Chandra,East,Bhubaneswar,Clothing,Denim Jeans,2,2667.03,1205.2,0.0,5334.06,0.0,5334.06,2923.66,Net Banking,0
TXN001169,2023-09-13,CUST0252,Suresh Pillai,West,Mumbai,Groceries,Pulses 1kg,2,136.12,98.93,0.1,272.24,27.22,245.02,47.16,Net Banking,0
TXN001170,2023-09-30,CUST0243,Kavita Joshi,West,Pune,Groceries,Tea Powder 500g,1,204.01,158.23,0.0,204.01,0.0,204.01,45.78,Credit Card,0
TXN001171,2023-12-02,CUST0103,Mohit Saxena,Central,Varanasi,Sports,Yoga Mat,3,919.41,543.87,0.1,2758.23,275.82,2482.41,850.8,Credit Card,1
TXN001172,2024-09-03,CUST0405,Kiran Bose,East,Kolkata,Cosmetics,Moisturiser 50g,1,513.23,280.07,0.0,513.23,0.0,513.23,233.16,UPI,0
TXN001173,2023-01-12,CUST0466,Vijay Singh,South,Chennai,Groceries,Basmati Rice 5kg,2,455.95,307.56,0.2,911.9,182.38,729.52,114.4,UPI,0
