customer_id,customer_name,region,city,signup_date,age_group,gender
CUST0383,Harish Agarwal,North,Chandigarh,2023-02-04,18-25,Female
CUST0384,Sanjay Yadav,West,Nagpur,2023-05-25,60+,Female
CUST0385,Pallavi Shah,South,Hyderabad,2022-06-16,36-45,Female
CUST0386,Geeta Bhatt,South,Hyderabad,2022-11-28,60+,Female
CUST0387,Arjun Reddy,North,Lucknow,2022-04-18,36-45,Male
CUST0388,Nisha Trivedi,West,Mumbai,2022-10-23,26-35,Female
CUST0389,Rajesh Malhotra,South,Hyderabad,2022-08-29,18-25,Female
CUST0390,Arun Patil,Central,Varanasi,2022-02-03,46-60,Female
CUST0391,Nisha Trivedi,North,Lucknow,2022-11-04,26-35,Female
CUST0392,Ravi Chandra,North,Jaipur,2023-08-16,26-35,Male
CUST0393,Arjun Reddy,West,Surat,2023-08-11,18-25,Male
CUST0394,Divya Iyer,East,Kolkata,2023-06-26,60+,Male
CUST0395,Rohan Mehta,West,Nagpur,2022-12-14,60+,Female
CUST0396,Sanjay Yadav,East,Patna,2022-01-07,36-45,Male
CUST0397,Kiran Bose,Central,Raipur,2022-09-02,46-60,Male
CUST0398,Lakshmi Rao,East,Guwahati,2023-05-30,18-25,Female
CUST0399,Asha Pandey,West,Pune,2022-11-17,18-25,Female
CUST0400,Mohit Saxena,North,Amritsar,2022-08-31,36-45,Female
CUST0401,Anita Verma,North,Jaipur,2023-01-07,36-45,Female
CUST0402,Rekha Srivastava,West,Mumbai,2022-05-08,36-45,Male
CUST0403,Arjun Reddy,Central,Bhopal,2022-09-04,26-35,Female
CUST0404,Kavita Joshi,Central,Varanasi,2023-07-11,26-35,Female
CUST0405,Vijay Singh,North,Delhi,2022-05-07,18-25,Female
CUST0406,Pooja Nair,East,Ranchi,2023-06-17,18-25,Female
CUST0407,Rahul Sharma,West,Surat,2023-01-04,26-35,Female
CUST0408,Rohan Mehta,Central,Bhopal,2023-09-28,46-60,Female
CUST0409,Nisha Trivedi,West,Pune,2022-11-14,60+,Male
CUST0410,Kiran Bose,West,Mumbai,2023-01-18,36-45,Female
CUST0411,Rohan Mehta,West,Nagpur,2022-02-10,36-45,Female
CUST0412,Harish Agarwal,East,Patna,2022-07-16,46-60,Male
CUST0413,Rohan Mehta,South,Bangalore,2023-09-07,26-35,Male
CUST0414,Rekha Srivastava,South,Bangalore,2022-02-17,60+,Male
CUST0415,Rekha Srivastava,North,Delhi,2022-08-11,60+,Female
CUST0416,Rohan Mehta,West,Nagpur,2022-01-27,18-25,Female
CUST0417,Geeta Bhatt,West,Nagpur,2023-09-08,60+,Male
CUST0418,Nikhil Dubey,Central,Varanasi,2023-07-20,46-60,Male
CUST0419,Swati Kapoor,West,Surat,2023-03-17,60+,Female
CUST0420,Mohit Saxena,South,Chennai,2022-04-01,46-60,Female
CUST0421,Sunita Mishra,North,Amritsar,2022-08-07,26-35,Male
CUST0422,Lakshmi Rao,South,Chennai,2022-10-28,60+,Male
CUST0423,Swati Kapoor,North,Lucknow,2022-02-25,36-45,Female
CUST0424,Sunita Mishra,South,Chennai,2022-10-14,46-60,Female
CUST0425,Rekha Srivastava,West,Pune,2023-06-12,36-45,Male
CUST0426,Arjun Reddy,Central,Indore,2023-05-14,26-35,Female
CUST0427,Rahul Sharma,Central,Bhopal,2022-12-11,26-35,Female
CUST0428,Pooja Nair,Central,Gwalior,2023-02-28,26-35,Male
CUST0429,Rohan Mehta,North,Chandigarh,2022-08-19,18-25,Male
CUST0430,Sneha Gupta,North,Amritsar,2022-05-19,46-60,Female
CUST0431,Swati Kapoor,North,Delhi,2023-05-18,26-35,Female
CUST0432,Nikhil Dubey,East,Patna,2023-01-08,36-45,Male
CUST0433,Sneha Gupta,East,Ranchi,2022-04-05,46-60,Female
CUST0434,Pooja Nair,North,Chandigarh,2023-01-31,46-60,Male
CUST0435,Pooja Nair,East,Bhubaneswar,2023-02-26,46-60,Female
CUST0436,Mohit Saxena,North,Lucknow,2023-10-07,18-25,Male
CUST0437,Deepak Tiwari,North,Delhi,2022-02-24,26-35,Female
CUST0438,Sunita Mishra,East,Kolkata,2022-07-27,36-45,Female
CUST0439,Swati Kapoor,East,Ranchi,2023-08-30,36-45,Female
CUST0440,Vijay Singh,East,Patna,2022-06-03,46-60,Female
CUST0441,Amit Kumar,South,Kochi,2023-05-16,60+,Male
CUST0442,Divya Iyer,North,Chandigarh,2023-03-29,26-35,Female
CUST0443,Divya Iyer,West,Surat,2022-08-18,26-35,Female
CUST0444,Sanjay Yadav,South,Chennai,2022-11-11,60+,Male
CUST0445,Priya Patel,Central,Bhopal,2022-02-01,18-25,Male
CUST0446,Anita Verma,East,Kolkata,2022-03-15,26-35,Female
CUST0447,Kiran Bose,West,Mumbai,2023-02-03,46-60,Male
CUST0448,Rekha Srivastava,East,Ranchi,2023-01-15,46-60,Female
CUST0449,Pooja Nair,East,Kolkata,2022-04-10,26-35,Female
CUST0450,Pooja Nair,Central,Indore,2022-04-06,46-60,Male
CUST0451,Sanjay Yadav,West,Pune,2022-03-21,60+,Female
CUST0452,Rekha Srivastava,North,Lucknow,2023-04-30,60+,Male
CUST0453,Meera Das,South,Kochi,2022-04-24,46-60,Male
CUST0454,Deepak Tiwari,West,Ahmedabad,2023-08-26,60+,Male
CUST0455,Kiran Bose,South,Chennai,2023-06-28,26-35,Female
CUST0456,Pooja Nair,Central,Bhopal,2022-11-10,36-45,Female
CUST0457,Ravi Chandra,North,Jaipur,2022-09-02,26-35,Male
CUST0458,Sunita Mishra,North,Amritsar,2023-05-04,18-25,Male
CUST0459,Anita Verma,Central,Raipur,2022-06-24,60+,Female
CUST0460,Lakshmi Rao,South,Bangalore,2022-10-27,60+,Female
CUST0461,Sanjay Yadav,South,Hyderabad,2022-11-10,46-60,Male
CUST0462,Kiran Bose,East,Patna,2023-05-08,36-45,Female
CUST0463,Ravi Chandra,East,Kolkata,2022-09-13,18-25,Male
CUST0464,Amit Kumar,North,Lucknow,2022-05-11,26-35,Male
CUST0465,Amit Kumar,Central,Raipur,2023-08-22,36-45,Male
CUST0466,Rohan Mehta,South,Kochi,2023-07-29,60+,Female
CUST0467,Priya Patel,West,Nagpur,2023-11-04,60+,Male
CUST0468,Vijay Singh,South,Chennai,2023-01-16,18-25,Male
CUST0469,Rekha Srivastava,South,Mysore,2022-12-03,26-35,Male
CUST0470,Pallavi Shah,East,Patna,2023-08-13,36-45,Female
CUST0471,Rahul Sharma,West,Pune,2022-03-23,46-60,Female
CUST0472,Rekha Srivastava,Central,Bhopal,2022-02-27,18-25,Male
CUST0473,Sanjay Yadav,South,Kochi,2022-02-25,46-60,Male
CUST0474,Deepak Tiwari,North,Delhi,2022-10-27,18-25,Female
CUST0475,Kavita Joshi,South,Kochi,2023-01-02,46-60,Female
CUST0476,Rekha Srivastava,East,Patna,2023-01-19,18-25,Female
CUST0477,Arun Patil,South,Chennai,2022-01-06,18-25,Female
CUST0478,Nikhil Dubey,East,Patna,2023-06-04,46-60,Female
CUST0479,Suresh Pillai,East,Ranchi,2022-04-03,36-45,Male
CUST0480,Kiran Bose,West,Ahmedabad,2022-12-10,18-25,Female
CUST0481,Geeta Bhatt,South,Mysore,2023-02-01,36-45,Male
CUST0482,Arun Patil,North,Chandigarh,2023-03-21,18-25,Male
CUST0483,Swati Kapoor,West,Mumbai,2022-11-08,46-60,Male
CUST0484,Mohit Saxena,South,Chennai,2023-09-14,36-45,Female
CUST0485,Sneha Gupta,South,Mysore,2023-02-20,36-45,Male
CUST0486,Pooja Nair,West,Ahmedabad,2022-04-11,60+,Male
CUST0487,Sanjay Yadav,East,Kolkata,2022-01-29,60+,Female
CUST0488,Deepak Tiwari,South,Bangalore,2023-11-12,60+,Female
CUST0489,Rahul Sharma,South,Kochi,2023-09-23,46-60,Male
CUST0490,Ravi Chandra,Central,Bhopal,2023-10-07,60+,Female
CUST0491,Asha Pandey,Central,Gwalior,2023-03-13,36-45,Male
CUST0492,Sneha Gupta,South,Bangalore,2023-07-24,46-60,Male
CUST0493,Suresh Pillai,Central,Gwalior,2022-03-20,36-45,Female
CUST0494,Nikhil Dubey,East,Ranchi,2023-11-29,18-25,Female
CUST0495,Amit Kumar,West,Surat,2022-11-25,46-60,Female
CUST0496,Rekha Srivastava,North,Amritsar,2023-06-23,46-60,Female
CUST0497,Geeta Bhatt,West,Nagpur,2023-07-02,36-45,Male
CUST0498,Asha Pandey,West,Pune,2022-01-24,26-35,Female
CUST0499,Harish Agarwal,South,Mysore,2023-01-10,46-60,Female
CUST0500,Amit Kumar,North,Lucknow,2022-10-23,18-25,Female
